genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AS4LglBPNY_11.fna,1099_1,0.050000000000000044,average,ANImf,1099
AS21ysBPME_270.fna,1100_1,0.050000000000000044,average,ANImf,1100
AS22ysBPME_182.fna,1100_1,0.050000000000000044,average,ANImf,1100
AS05jafATM_90.fna,1101_0,0.050000000000000044,average,ANImf,1101
AS4GglBPBL_16.fna,1102_0,0.050000000000000044,average,ANImf,1102
AS08sgBPME_460.fna,1103_1,0.050000000000000044,average,ANImf,1103
AS21ysBPME_108.fna,1103_1,0.050000000000000044,average,ANImf,1103
AS22ysBPME_292.fna,1103_1,0.050000000000000044,average,ANImf,1103
AS23ysBPME_358.fna,1103_1,0.050000000000000044,average,ANImf,1103
AS08sgBPME_343.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS20ysBPTH_175.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS21ysBPME_126.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS22ysBPME_126.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS23ysBPME_335.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS24abBPME_76.fna,1104_1,0.050000000000000044,average,ANImf,1104
AS08sgBPME_340.fna,1105_1,0.050000000000000044,average,ANImf,1105
AS21ysBPME_141.fna,1105_1,0.050000000000000044,average,ANImf,1105
AS22ysBPME_71.fna,1105_1,0.050000000000000044,average,ANImf,1105
AS21ysBPME_52.fna,1106_0,0.050000000000000044,average,ANImf,1106
AS23ysBPME_359.fna,1107_0,0.050000000000000044,average,ANImf,1107
AS08sgBPME_106.fna,1108_1,0.050000000000000044,average,ANImf,1108
AS21ysBPME_176.fna,1108_1,0.050000000000000044,average,ANImf,1108
AS22ysBPME_301.fna,1108_1,0.050000000000000044,average,ANImf,1108
AS24abBPME_44.fna,1108_1,0.050000000000000044,average,ANImf,1108
AS08sgBPME_381.fna,1109_0,0.050000000000000044,average,ANImf,1109
AS21ysBPME_272.fna,1110_0,0.050000000000000044,average,ANImf,1110
AS08sgBPME_437.fna,1111_1,0.050000000000000044,average,ANImf,1111
AS21ysBPME_197.fna,1111_1,0.050000000000000044,average,ANImf,1111
AS22ysBPME_9.fna,1111_1,0.050000000000000044,average,ANImf,1111
AS23ysBPME_14.fna,1111_1,0.050000000000000044,average,ANImf,1111
AS24abBPME_14.fna,1111_1,0.050000000000000044,average,ANImf,1111
AS08sgBPME_441.fna,1112_1,0.050000000000000044,average,ANImf,1112
AS10tlH2TH_200.fna,1112_1,0.050000000000000044,average,ANImf,1112
AS21ysBPME_87.fna,1112_1,0.050000000000000044,average,ANImf,1112
AS22ysBPME_268.fna,1112_1,0.050000000000000044,average,ANImf,1112
AS24abBPME_146.fna,1112_1,0.050000000000000044,average,ANImf,1112
AS10tlH2TH_329.fna,1113_0,0.050000000000000044,average,ANImf,1113
AS08sgBPME_455.fna,1114_1,0.050000000000000044,average,ANImf,1114
AS21ysBPME_30.fna,1114_1,0.050000000000000044,average,ANImf,1114
AS22ysBPME_127.fna,1114_1,0.050000000000000044,average,ANImf,1114
AS23ysBPME_152.fna,1114_1,0.050000000000000044,average,ANImf,1114
AS24abBPME_92.fna,1114_1,0.050000000000000044,average,ANImf,1114
AS08sgBPME_223.fna,1115_1,0.050000000000000044,average,ANImf,1115
AS21ysBPME_175.fna,1115_1,0.050000000000000044,average,ANImf,1115
AS22ysBPME_171.fna,1115_1,0.050000000000000044,average,ANImf,1115
AS23ysBPME_348.fna,1115_1,0.050000000000000044,average,ANImf,1115
AS24abBPME_121.fna,1115_1,0.050000000000000044,average,ANImf,1115
AS08sgBPME_394.fna,1116_1,0.050000000000000044,average,ANImf,1116
AS21ysBPME_299.fna,1116_1,0.050000000000000044,average,ANImf,1116
AS23ysBPME_322.fna,1116_1,0.050000000000000044,average,ANImf,1116
AS08sgBPME_281.fna,1117_1,0.050000000000000044,average,ANImf,1117
AS21ysBPME_305.fna,1117_1,0.050000000000000044,average,ANImf,1117
AS23ysBPME_167.fna,1117_1,0.050000000000000044,average,ANImf,1117
AS09scLD_312.fna,1118_1,0.050000000000000044,average,ANImf,1118
AS20ysBPTH_12.fna,1118_1,0.050000000000000044,average,ANImf,1118
AS25fmACSIPFO_66.fna,1118_1,0.050000000000000044,average,ANImf,1118
AS09scLD_101.fna,1119_0,0.050000000000000044,average,ANImf,1119
AS29adLBPA_58.fna,1120_0,0.050000000000000044,average,ANImf,1120
AS06rmzACSIP_360.fna,1121_1,0.050000000000000044,average,ANImf,1121
AS29adLBPA_32.fna,1121_1,0.050000000000000044,average,ANImf,1121
AS06rmzACSIP_287.fna,1122_0,0.050000000000000044,average,ANImf,1122
AS08sgBPME_331.fna,1123_1,0.050000000000000044,average,ANImf,1123
AS21ysBPME_189.fna,1123_1,0.050000000000000044,average,ANImf,1123
AS22ysBPME_183.fna,1123_1,0.050000000000000044,average,ANImf,1123
AS06rmzACSIP_553.fna,1124_0,0.050000000000000044,average,ANImf,1124
AS08sgBPME_162.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS10tlH2TH_314.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS20ysBPTH_60.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS21ysBPME_327.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS22ysBPME_334.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS24abBPME_87.fna,1125_1,0.050000000000000044,average,ANImf,1125
AS25fmACSIPFO_105.fna,1126_0,0.050000000000000044,average,ANImf,1126
AS10tlH2TH_243.fna,1127_1,0.050000000000000044,average,ANImf,1127
AS21ysBPME_280.fna,1127_1,0.050000000000000044,average,ANImf,1127
AS08sgBPME_438.fna,1128_1,0.050000000000000044,average,ANImf,1128
AS21ysBPME_295.fna,1128_1,0.050000000000000044,average,ANImf,1128
AS22ysBPME_296.fna,1128_1,0.050000000000000044,average,ANImf,1128
AS24abBPME_99.fna,1128_1,0.050000000000000044,average,ANImf,1128
AS09scLD_184.fna,1129_1,0.050000000000000044,average,ANImf,1129
AS10tlH2TH_392.fna,1129_1,0.050000000000000044,average,ANImf,1129
AS08sgBPME_252.fna,1130_1,0.050000000000000044,average,ANImf,1130
AS16jrsBPLL_18.fna,1130_1,0.050000000000000044,average,ANImf,1130
AS22ysBPME_32.fna,1130_1,0.050000000000000044,average,ANImf,1130
AS20ysBPTH_168.fna,1131_1,0.050000000000000044,average,ANImf,1131
AS25fmACSIPFO_90.fna,1131_1,0.050000000000000044,average,ANImf,1131
AS23ysBPME_255.fna,1132_0,0.050000000000000044,average,ANImf,1132
AS22ysBPME_302.fna,1133_0,0.050000000000000044,average,ANImf,1133
AS27yjCOA_88.fna,1134_0,0.050000000000000044,average,ANImf,1134
AS06rmzACSIP_92.fna,1135_0,0.050000000000000044,average,ANImf,1135
AS29adLBPA_144.fna,1136_0,0.050000000000000044,average,ANImf,1136
AS21ysBPME_185.fna,1137_1,0.050000000000000044,average,ANImf,1137
AS23ysBPME_356.fna,1137_1,0.050000000000000044,average,ANImf,1137
AS07pgkLD_144.fna,1138_0,0.050000000000000044,average,ANImf,1138
AS06rmzACSIP_209.fna,1139_0,0.050000000000000044,average,ANImf,1139
AS22ysBPME_311.fna,1140_0,0.050000000000000044,average,ANImf,1140
AS07pgkLD_119.fna,1141_0,0.050000000000000044,average,ANImf,1141
AS29adLBPA_134.fna,1142_0,0.050000000000000044,average,ANImf,1142
AS05jafATM_3.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS08sgBPME_103.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS21ysBPME_16.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS23ysBPME_70.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS24abBPME_125.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS31mySISU_59.fna,1143_1,0.050000000000000044,average,ANImf,1143
AS04akNAM_103.fna,1144_0,0.050000000000000044,average,ANImf,1144
DTU-pt_025.fna,1145_0,0.050000000000000044,average,ANImf,1145
AS04akNAM_88.fna,1146_0,0.050000000000000044,average,ANImf,1146
AS08sgBPME_265.fna,1147_1,0.050000000000000044,average,ANImf,1147
AS23ysBPME_97.fna,1147_1,0.050000000000000044,average,ANImf,1147
AS23ysBPME_30.fna,1148_0,0.050000000000000044,average,ANImf,1148
AS23ysBPME_101.fna,1149_0,0.050000000000000044,average,ANImf,1149
AS23ysBPME_124.fna,1150_0,0.050000000000000044,average,ANImf,1150
AS05jafATM_62.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS08sgBPME_84.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS10tlH2TH_137.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS21ysBPME_277.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS22ysBPME_218.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS26fmACSIPLY_59.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS31mySISU_44.fna,1151_1,0.050000000000000044,average,ANImf,1151
AS05jafATM_5.fna,1152_1,0.050000000000000044,average,ANImf,1152
AS22ysBPME_113.fna,1152_1,0.050000000000000044,average,ANImf,1152
AS23ysBPME_1.fna,1152_1,0.050000000000000044,average,ANImf,1152
AS31mySISU_140.fna,1152_1,0.050000000000000044,average,ANImf,1152
AS01afH2WH_58.fna,1153_0,0.050000000000000044,average,ANImf,1153
AS05jafATM_72.fna,1154_0,0.050000000000000044,average,ANImf,1154
AS07pgkLD_105.fna,1155_0,0.050000000000000044,average,ANImf,1155
AS06rmzACSIP_278.fna,1156_1,0.050000000000000044,average,ANImf,1156
AS10tlH2TH_238.fna,1156_1,0.050000000000000044,average,ANImf,1156
AS10tlH2TH_395.fna,1157_0,0.050000000000000044,average,ANImf,1157
AS06rmzACSIP_540.fna,1158_0,0.050000000000000044,average,ANImf,1158
AS10tlH2TH_150.fna,1159_0,0.050000000000000044,average,ANImf,1159
AS21ysBPME_250.fna,1160_1,0.050000000000000044,average,ANImf,1160
AS22ysBPME_78.fna,1160_1,0.050000000000000044,average,ANImf,1160
AS23ysBPME_327.fna,1160_1,0.050000000000000044,average,ANImf,1160
AS05jafATM_33.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS08sgBPME_250.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS10tlH2TH_135.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS15tlH2ME_58.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS20ysBPTH_9.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS21ysBPME_287.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS22ysBPME_50.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS23ysBPME_123.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS24abBPME_68.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS25fmACSIPFO_8.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS26fmACSIPLY_13.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS2HglBPFA_8.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS31mySISU_8.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS4FglBPSI_2.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS4GglBPBL_11.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS4IglBPLE_32.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS4JglBPFI_1.fna,1161_1,0.050000000000000044,average,ANImf,1161
AS05jafATM_55.fna,1162_0,0.050000000000000044,average,ANImf,1162
AS23ysBPME_194.fna,1163_0,0.050000000000000044,average,ANImf,1163
AS08sgBPME_126.fna,1164_1,0.050000000000000044,average,ANImf,1164
AS21ysBPME_169.fna,1164_1,0.050000000000000044,average,ANImf,1164
AS22ysBPME_206.fna,1164_1,0.050000000000000044,average,ANImf,1164
AS23ysBPME_275.fna,1164_1,0.050000000000000044,average,ANImf,1164
AS24abBPME_52.fna,1164_1,0.050000000000000044,average,ANImf,1164
AS09scLD_138.fna,1165_0,0.050000000000000044,average,ANImf,1165
AS21ysBPME_312.fna,1166_0,0.050000000000000044,average,ANImf,1166
AS06rmzACSIP_379.fna,1167_0,0.050000000000000044,average,ANImf,1167
AS10tlH2TH_221.fna,1168_0,0.050000000000000044,average,ANImf,1168
AS08sgBPME_6.fna,1169_0,0.050000000000000044,average,ANImf,1169
AS10tlH2TH_123.fna,1170_0,0.050000000000000044,average,ANImf,1170
AS23ysBPME_309.fna,1171_0,0.050000000000000044,average,ANImf,1171
AS10tlH2TH_144.fna,1172_0,0.050000000000000044,average,ANImf,1172
AS23ysBPME_368.fna,1173_0,0.050000000000000044,average,ANImf,1173
AS05jafATM_94.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS08sgBPME_391.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS10tlH2TH_18.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS21ysBPME_350.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS22ysBPME_315.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS23ysBPME_272.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS24abBPME_17.fna,1174_1,0.050000000000000044,average,ANImf,1174
AS09scLD_10.fna,1175_0,0.050000000000000044,average,ANImf,1175
AS22ysBPME_290.fna,1176_0,0.050000000000000044,average,ANImf,1176
AS23ysBPME_4.fna,1177_0,0.050000000000000044,average,ANImf,1177
AS27yjCOA_32.fna,1178_0,0.050000000000000044,average,ANImf,1178
AS27yjCOA_52.fna,1179_0,0.050000000000000044,average,ANImf,1179
AS23ysBPME_38.fna,1180_0,0.050000000000000044,average,ANImf,1180
DTU-pt_058.fna,1181_0,0.050000000000000044,average,ANImf,1181
AS21ysBPME_221.fna,1182_1,0.050000000000000044,average,ANImf,1182
AS22ysBPME_45.fna,1182_1,0.050000000000000044,average,ANImf,1182
AS06rmzACSIP_240.fna,1183_1,0.050000000000000044,average,ANImf,1183
AS4AglBPMA_37.fna,1183_2,0.050000000000000044,average,ANImf,1183
AS21ysBPME_177.fna,1184_0,0.050000000000000044,average,ANImf,1184
AS08sgBPME_199.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS10tlH2TH_300.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS21ysBPME_232.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS22ysBPME_189.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS23ysBPME_270.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS24abBPME_10.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS26fmACSIPLY_20.fna,1185_1,0.050000000000000044,average,ANImf,1185
AS21ysBPME_83.fna,1186_1,0.050000000000000044,average,ANImf,1186
AS22ysBPME_309.fna,1186_1,0.050000000000000044,average,ANImf,1186
AS23ysBPME_5.fna,1186_1,0.050000000000000044,average,ANImf,1186
AS24abBPME_41.fna,1186_1,0.050000000000000044,average,ANImf,1186
AS2HglBPFA_16.fna,1186_1,0.050000000000000044,average,ANImf,1186
AS31mySISU_35.fna,1187_0,0.050000000000000044,average,ANImf,1187
AS05jafATM_58.fna,1188_1,0.050000000000000044,average,ANImf,1188
AS31mySISU_102.fna,1188_1,0.050000000000000044,average,ANImf,1188
AS22ysBPME_260.fna,1189_0,0.050000000000000044,average,ANImf,1189
AS08sgBPME_127.fna,1190_0,0.050000000000000044,average,ANImf,1190
AS09scLD_270.fna,1191_0,0.050000000000000044,average,ANImf,1191
AS08sgBPME_225.fna,1192_1,0.050000000000000044,average,ANImf,1192
AS09scLD_161.fna,1192_1,0.050000000000000044,average,ANImf,1192
AS28xzH2AC_151.fna,1192_1,0.050000000000000044,average,ANImf,1192
AS28xzH2AC_40.fna,1192_1,0.050000000000000044,average,ANImf,1192
AS04akNAM_67.fna,1193_0,0.050000000000000044,average,ANImf,1193
DTU-pt_152.fna,1194_0,0.050000000000000044,average,ANImf,1194
AS07pgkLD_159.fna,1195_1,0.050000000000000044,average,ANImf,1195
AS09scLD_274.fna,1195_1,0.050000000000000044,average,ANImf,1195
AS25fmACSIPFO_96.fna,1195_1,0.050000000000000044,average,ANImf,1195
AS31mySISU_49.fna,1195_1,0.050000000000000044,average,ANImf,1195
DTU-pt_153.fna,1195_1,0.050000000000000044,average,ANImf,1195
AS04akNAM_38.fna,1196_1,0.050000000000000044,average,ANImf,1196
AS09scLD_383.fna,1196_1,0.050000000000000044,average,ANImf,1196
AS20ysBPTH_69.fna,1196_1,0.050000000000000044,average,ANImf,1196
AS28xzH2AC_140.fna,1197_0,0.050000000000000044,average,ANImf,1197
AS21ysBPME_88.fna,1198_1,0.050000000000000044,average,ANImf,1198
AS22ysBPME_211.fna,1198_1,0.050000000000000044,average,ANImf,1198
AS08sgBPME_14.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS20ysBPTH_125.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS21ysBPME_8.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS22ysBPME_125.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS23ysBPME_159.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS24abBPME_38.fna,1199_1,0.050000000000000044,average,ANImf,1199
AS20ysBPTH_146.fna,1200_0,0.050000000000000044,average,ANImf,1200
AS08sgBPME_176.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS20ysBPTH_184.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS21ysBPME_317.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS22ysBPME_202.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS23ysBPME_15.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS24abBPME_72.fna,1201_1,0.050000000000000044,average,ANImf,1201
AS23ysBPME_234.fna,1202_0,0.050000000000000044,average,ANImf,1202
AS07pgkLD_49.fna,1203_1,0.050000000000000044,average,ANImf,1203
AS20ysBPTH_34.fna,1203_1,0.050000000000000044,average,ANImf,1203
AS08sgBPME_229.fna,1204_1,0.050000000000000044,average,ANImf,1204
AS09scLD_253.fna,1204_1,0.050000000000000044,average,ANImf,1204
AS15tlH2ME_238.fna,1204_1,0.050000000000000044,average,ANImf,1204
AS21ysBPME_33.fna,1204_1,0.050000000000000044,average,ANImf,1204
AS25fmACSIPFO_54.fna,1204_1,0.050000000000000044,average,ANImf,1204
AS08sgBPME_442.fna,1205_1,0.050000000000000044,average,ANImf,1205
AS09scLD_43.fna,1205_1,0.050000000000000044,average,ANImf,1205
AS21ysBPME_184.fna,1205_1,0.050000000000000044,average,ANImf,1205
AS22ysBPME_185.fna,1205_1,0.050000000000000044,average,ANImf,1205
AS24abBPME_93.fna,1205_1,0.050000000000000044,average,ANImf,1205
AS08sgBPME_305.fna,1206_1,0.050000000000000044,average,ANImf,1206
AS15tlH2ME_225.fna,1206_1,0.050000000000000044,average,ANImf,1206
AS22ysBPME_12.fna,1206_1,0.050000000000000044,average,ANImf,1206
AS09scLD_172.fna,1207_0,0.050000000000000044,average,ANImf,1207
AS09scLD_292.fna,1208_0,0.050000000000000044,average,ANImf,1208
AS31mySISU_141.fna,1209_1,0.050000000000000044,average,ANImf,1209
DTU-pt_044.fna,1209_1,0.050000000000000044,average,ANImf,1209
AS10tlH2TH_424.fna,1210_0,0.050000000000000044,average,ANImf,1210
AS08sgBPME_270.fna,1211_1,0.050000000000000044,average,ANImf,1211
AS23ysBPME_42.fna,1211_1,0.050000000000000044,average,ANImf,1211
AS09scLD_400.fna,1212_1,0.050000000000000044,average,ANImf,1212
AS15tlH2ME_187.fna,1212_1,0.050000000000000044,average,ANImf,1212
AS02xzSISU_65.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS08sgBPME_317.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS09scLD_33.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS10tlH2TH_156.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS15tlH2ME_141.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS20ysBPTH_183.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS21ysBPME_109.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS22ysBPME_86.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS24abBPME_102.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS25fmACSIPFO_37.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS28xzH2AC_35.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS28xzH2AC_37.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS4IglBPLE_18.fna,1213_1,0.050000000000000044,average,ANImf,1213
DTU-UNIPD937.fna,1213_1,0.050000000000000044,average,ANImf,1213
AS06rmzACSIP_185.fna,1214_0,0.050000000000000044,average,ANImf,1214
AS10tlH2TH_64.fna,1215_0,0.050000000000000044,average,ANImf,1215
AS05jafATM_42.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS08sgBPME_302.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS09scLD_268.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS20ysBPTH_74.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS21ysBPME_322.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS22ysBPME_314.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS23ysBPME_186.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS24abBPME_147.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS26fmACSIPLY_50.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS2HglBPFA_22.fna,1216_1,0.050000000000000044,average,ANImf,1216
DTU-pt_093.fna,1216_1,0.050000000000000044,average,ANImf,1216
AS07pgkLD_24.fna,1217_1,0.050000000000000044,average,ANImf,1217
AS09scLD_66.fna,1217_1,0.050000000000000044,average,ANImf,1217
AS20ysBPTH_16.fna,1217_1,0.050000000000000044,average,ANImf,1217
AS08sgBPME_374.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS09scLD_288.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS10tlH2TH_96.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS15tlH2ME_14.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS21ysBPME_259.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS25fmACSIPFO_102.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS4FglBPSI_9.fna,1218_1,0.050000000000000044,average,ANImf,1218
AS06rmzACSIP_382.fna,1219_0,0.050000000000000044,average,ANImf,1219
AS27yjCOA_183.fna,1220_0,0.050000000000000044,average,ANImf,1220
AS09scLD_245.fna,1221_0,0.050000000000000044,average,ANImf,1221
AS07pgkLD_139.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS08sgBPME_217.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS09scLD_267.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS15tlH2ME_168.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS20ysBPTH_160.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS21ysBPME_260.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS25fmACSIPFO_45.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS28xzH2AC_28.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS28xzH2AC_5.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS31mySISU_62.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS4FglBPSI_11.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS4GglBPBL_19.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS4IglBPLE_52.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS4JglBPFI_12.fna,1222_1,0.050000000000000044,average,ANImf,1222
DTU-UNIPD948.fna,1222_1,0.050000000000000044,average,ANImf,1222
DTU-pt_188.fna,1222_1,0.050000000000000044,average,ANImf,1222
AS08sgBPME_46.fna,1223_1,0.050000000000000044,average,ANImf,1223
AS23ysBPME_206.fna,1223_1,0.050000000000000044,average,ANImf,1223
AS08sgBPME_274.fna,1224_1,0.050000000000000044,average,ANImf,1224
AS21ysBPME_219.fna,1224_1,0.050000000000000044,average,ANImf,1224
AS22ysBPME_305.fna,1224_1,0.050000000000000044,average,ANImf,1224
AS24abBPME_24.fna,1224_1,0.050000000000000044,average,ANImf,1224
AS06rmzACSIP_338.fna,1225_0,0.050000000000000044,average,ANImf,1225
AS09scLD_2.fna,1226_1,0.050000000000000044,average,ANImf,1226
AS31mySISU_61.fna,1226_1,0.050000000000000044,average,ANImf,1226
DTU-pt_102.fna,1226_1,0.050000000000000044,average,ANImf,1226
AS08sgBPME_445.fna,1227_0,0.050000000000000044,average,ANImf,1227
AS02xzSISU_48.fna,1228_1,0.050000000000000044,average,ANImf,1228
AS09scLD_318.fna,1228_1,0.050000000000000044,average,ANImf,1228
AS4GglBPBL_9.fna,1228_1,0.050000000000000044,average,ANImf,1228
AS21ysBPME_116.fna,1229_1,0.050000000000000044,average,ANImf,1229
AS22ysBPME_91.fna,1229_1,0.050000000000000044,average,ANImf,1229
AS06rmzACSIP_153.fna,1230_0,0.050000000000000044,average,ANImf,1230
AS08sgBPME_219.fna,1231_0,0.050000000000000044,average,ANImf,1231
AS21ysBPME_102.fna,1232_1,0.050000000000000044,average,ANImf,1232
AS22ysBPME_226.fna,1232_1,0.050000000000000044,average,ANImf,1232
AS23ysBPME_221.fna,1232_1,0.050000000000000044,average,ANImf,1232
AS23ysBPME_31.fna,1233_1,0.050000000000000044,average,ANImf,1233
DTU-pt_113.fna,1233_1,0.050000000000000044,average,ANImf,1233
DTU-pt_109.fna,1234_0,0.050000000000000044,average,ANImf,1234
AS23ysBPME_164.fna,1235_0,0.050000000000000044,average,ANImf,1235
AS21ysBPME_81.fna,1236_1,0.050000000000000044,average,ANImf,1236
AS22ysBPME_266.fna,1236_1,0.050000000000000044,average,ANImf,1236
AS27yjCOA_82.fna,1237_0,0.050000000000000044,average,ANImf,1237
AS29adLBPA_68.fna,1238_0,0.050000000000000044,average,ANImf,1238
AS06rmzACSIP_508.fna,1239_1,0.050000000000000044,average,ANImf,1239
AS08sgBPME_404.fna,1239_1,0.050000000000000044,average,ANImf,1239
AS21ysBPME_229.fna,1239_1,0.050000000000000044,average,ANImf,1239
AS22ysBPME_164.fna,1239_1,0.050000000000000044,average,ANImf,1239
AS07pgkLD_9.fna,1240_0,0.050000000000000044,average,ANImf,1240
AS22ysBPME_87.fna,1241_0,0.050000000000000044,average,ANImf,1241
AS02xzSISU_80.fna,1242_0,0.050000000000000044,average,ANImf,1242
AS04akNAM_100.fna,1243_0,0.050000000000000044,average,ANImf,1243
AS23ysBPME_32.fna,1244_0,0.050000000000000044,average,ANImf,1244
AS20ysBPTH_174.fna,1245_0,0.050000000000000044,average,ANImf,1245
AS31mySISU_78.fna,1246_0,0.050000000000000044,average,ANImf,1246
AS29adLBPA_76.fna,1247_0,0.050000000000000044,average,ANImf,1247
AS08sgBPME_224.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS09scLD_29.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS20ysBPTH_55.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS23ysBPME_163.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS25fmACSIPFO_69.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS4IglBPLE_24.fna,1248_1,0.050000000000000044,average,ANImf,1248
AS07pgkLD_5.fna,1249_1,0.050000000000000044,average,ANImf,1249
AS15tlH2ME_109.fna,1249_1,0.050000000000000044,average,ANImf,1249
AS20ysBPTH_66.fna,1249_1,0.050000000000000044,average,ANImf,1249
AS31mySISU_94.fna,1250_0,0.050000000000000044,average,ANImf,1250
AS23ysBPME_90.fna,1251_0,0.050000000000000044,average,ANImf,1251
